symbol,term,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Inventory,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing Cash Flow,Dividend,Financing Cash Flow,Price,Price_M1,Price_M2,Price_M3,name,name_kr,sector,industry,avg_volume
AZZ,2019Q4,1019.0,789.619,229.381,129.386,99.9951,67.728,2.58,149.918,99.995,26.234,14.289,174.647,119.438,414.621,757.947,1172.57,7.0,182.373,254.845,336.952,519.325,653.243,49.923,124.425,-31.949,-92.577,0.68,-34.329,45.95,41.26,36.89,28.12,AZZ Inc,AZZ,Industrials,Electrical Equipment & Parts,125767
B,2019Q4,1491.12,944.154,546.964,310.516,236.448,158.35,3.09,335.507,236.448,51.214,93.805,348.974,232.706,764.39,1973.94,2738.33,2.034,342.875,825.017,1124.93,1467.81,1270.53,99.059,248.301,-52.709,-62.22,0.64,-191.993,61.96,63.17,53.7,41.83,Barnes Group Inc,반즈 그룹,Industrials,Specialty Industrial Machinery,262767
BA,2019Q4,76559.0,72031.0,4528.0,3909.0,-1975.0,-636.0,-1.1400000000000001,358.0,-1913.0,565.4,10030.0,12471.0,76622.0,102229.0,31396.0,133625.0,7340.0,97312.0,19962.0,44613.0,141925.0,-8300.0,2271.0,-2446.0,-1500.0,-1530.0,8.22,5739.0,325.76,318.27,275.11,149.14,Boeing Co,보잉,Industrials,Aerospace & Defense,3399570
BABA,2019Q4,71052.0,38591.0,32461.0,11065.0,13593.0,24775.0,9.43,13593.0,13593.0,2632.25,54319.0,0.0,0.0,65995.0,123539.0,189534.0,605.0,37700.0,16974.0,28401.0,66101.0,123433.0,5524.0,28868.0,-4818.0,-13759.0,,9830.0,212.1,206.59,208.0,194.48,Alibaba Group Holding Ltd ADR,알리바바 그룹 홀딩스 ADR,Consumer Cyclical,Internet Retail,13426400
BAC,2019Q4,113589.0,22345.0,91244.0,58490.0,32754.0,25998.0,2.7800000000000002,,,9390.5,673090.0,,,1712190.0,721884.0,2434080.0,215430.0,1890180.0,240856.0,279085.0,2169270.0,264810.0,3795.0,61777.0,0.0,-80630.0,0.66,3377.0,35.22,32.83,28.5,21.23,Bank of America Corp,뱅크오브아메리카,Financial Services,Banks Diversified,43316000
BAH,2019Q4,7274.27,3313.5,3960.77,996.649,655.225,433.312,3.07,734.283,655.225,140.298,696.821,1427.82,,2222.76,2407.86,4630.63,77.865,1153.83,2026.64,2561.76,3715.59,915.037,79.058,582.866,-127.317,-121.828,0.96,23.924,71.13,78.04,71.3,68.64,Booz Allen Hamilton Holding Corp Class A,부즈 앨런 해밀턴 홀딩,Industrials,Consulting Services,1031100
BAK,2019Q4,13258.8,11625.8,1633.01,1015.53,38.9435,-643.888,-1.57,959.359,38.9433,397.994,2152.91,1160.2,1932.2,5926.91,11337.0,17263.9,396.824,4109.18,10162.1,12155.1,16264.3,999.588,920.416,574.021,-676.561,-675.671,2.14,414.757,14.8,14.7,12.1,6.64,Braskem SA ADR Class A,브라스켐 ADR,Basic Materials,Chemicals,123300
BALY,2019Q4,523.577,185.172,338.405,180.4,114.626,55.13,1.47,149.702,114.626,37.705,185.502,23.19,7.9,245.031,776.856,1021.89,3.0,89.784,680.601,720.692,810.476,211.411,35.076,94.1,-28.237,-38.925,0.2,48.896,25.65,26.65,26.0,13.01,Bally's Corp,발리스,Consumer Cyclical,Resorts & Casinos,169033
BAM,2019Q4,67826.0,52728.0,15098.0,98.0,10124.0,2581.0,1.78,15000.0,10124.0,1452.9,19246.0,18469.0,10272.0,51489.0,272480.0,323969.0,7078.04,51850.0,136292.0,155273.0,207123.0,116846.0,4876.0,6328.0,-2913.0,-36674.0,,28746.0,38.53,40.81,39.97,29.5,Brookfield Asset Management Inc Class A,브룩필드 애셋 매니지먼트 Class A,Financial Services,Asset Management,4076300
BANC,2019Q4,403.227,142.948,260.279,225.843,32.241,2.624,0.04,,,50.1445,373.472,,,6294.58,1511.29,7828.41,646.0,5522.85,1368.42,1374.62,6921.16,907.245,20.203,80.255,-10.478,2795.31,0.31,-2893.68,17.18,15.96,15.33,8.0,Banc of California Inc,캘리포니아 은행,Financial Services,Banks Regional,256700
BAND,2019Q4,232.594,124.959,107.635,93.867,-17.693,2.4939999999999998,0.13,-4.409,-17.693,22.64,185.004,30.187,,226.949,114.467,341.416,4.876,45.738,19.868,25.588,71.326,270.09,13.284,-1.2530000000000001,-25.759,-7.6530000000000005,,152.418,64.05,70.96,62.89,67.29,Bandwidth Inc Class A,밴드위스 Class A,Technology,Software Infrastructure,211233
BANR,2019Q4,607.628,56.768,550.86,352.033,190.676,146.278,4.2,,,34.868,333.371,,,9786.58,2817.45,12604.0,435.0,10276.5,687.778,733.467,11010.0,1594.03,25.433,149.609,-24.7,-143.114,1.6099999999999999,29.044,56.59,51.55,45.64,33.04,Banner Corp,배너,Financial Services,Banks Regional,182333
BAP,2019Q4,5328.27,986.273,4342.0,2361.65,1790.83,1278.31,15.56,,,79.489,9073.5,,,42835.1,13220.0,56306.6,4112.0,36094.5,4479.43,9292.44,48290.8,8015.87,191.528,2078.03,-29.7965,217.644,8.4,-1064.48,213.13,206.58,181.27,143.07,Credicorp Ltd,크레디코프,Financial Services,Banks Regional,296133
BAX,2019Q4,11362.0,6601.0,4761.0,2535.0,1772.0,1001.0,2.02,2592.0,1772.0,509.0,3335.0,1896.0,1653.0,7503.0,10690.0,18193.0,541.0,3230.0,4809.0,7051.0,10281.0,7912.0,820.0,2104.0,-696.0,-1100.0,0.85,498.0,83.62,89.22,83.47,81.19,Baxter International Inc,박스터 인터내셔널,Healthcare,Medical Instruments & Supplies,3708830
BB,2019Q4,1013.0,256.0,757.0,490.0,-78.0,-60.0,-0.11,115.0,-78.0,554.585,882.0,239.0,0.0,1179.0,2734.0,3913.0,609.0,1112.0,127.0,253.0,1365.0,2548.0,193.0,10.0,-12.0,-578.0,,6.0,6.42,6.1,5.17,4.13,BlackBerry Ltd,블랙베리 리미티드,Technology,Software Infrastructure,5559070
BBAR,2019Q4,2785.54,1005.39,1780.14,714.653,978.39,331.77,3.21,,,204.224,3297.65,,,7336.84,2064.5,9401.34,127.296,6212.83,151.505,1442.73,7655.56,1745.78,87.1009,797.026,-62.0626,17.379,0.26,-101.616,5.57,4.68,4.03,2.62,Banco Bbva Argentina SA ADR,BBVA 아르헨티나 ADR,Financial Services,Banks Regional,797167
BBBY,2019Q4,11359.6,7684.77,3674.86,3639.15,-915.593,-802.195,-6.26,383.182,-915.593,123.099,900.077,,2543.25,3804.44,4207.55,8011.99,459.364,2698.04,1488.28,3465.74,6163.78,1848.21,1298.77,509.97,-257.228,-103.427,0.67,-266.721,17.3,14.25,10.81,4.21,Bed Bath & Beyond Inc,베드 배스 & 비욘드,Consumer Cyclical,Specialty Retail,10642700
BBCP,2019Q4,282.961,157.539,125.422,96.85,12.884,-40.727,-0.2,72.047,12.884,41.446,7.473,46.654,5.254,62.759,808.606,871.365,0.0,92.086,361.415,462.234,554.32,317.045,59.163,27.1949,-32.802,-593.645,,346.259,5.47,5.1,5.16,2.86,Concrete Pumping Holdings Inc,콘크리트 펌핑 홀딩스,Industrials,Engineering & Construction,353233
BBDC,2019Q4,75.6484,,75.6484,6.8833,68.7651,58.1917,1.15,68.2124,68.7651,50.185,21.9916,5.266,,33.7362,1218.9,1252.64,107.0,12.5837,669.153,669.177,681.76,570.875,-0.5527000000000001,-31.5045,0.0,19.2834,0.54,41.0691,10.28,10.3,9.44,7.48,Barings BDC Inc,베어링스 BDC,Financial Services,Credit Services,139000
BBI,2019Q4,7.917,0.0,7.917,12.171,-24.468,-13.603,-5.2694,-22.865,-24.468,3.023,11.729,6.24,,17.969,0.17500000000000002,18.144,0.078,10.497,0.073,0.073,10.57,7.574,1.603,-35.981,-0.007,32.51,,2.636,1.5,1.52,2.93,1.19,Brickell Biotech Inc,브릭켈 바이오테크,Healthcare,Biotechnology,349595
BBIO,2019Q4,40.56,2.5,38.06,94.353,-266.24,-260.587,-1.13,-266.24,-266.24,105.099,545.993,2.8449999999999998,,568.622,63.057,631.679,8.0,60.385,91.791,97.561,157.946,473.733,1.477,-253.587,-2.638,-217.253,,398.792,35.05,34.49,31.88,29.0,BridgeBio Pharma Inc,브릿지바이오 파머,Healthcare,Biotechnology,265000
BBVA,2019Q4,27485.9,,27485.9,13880.2,11814.9,3933.44,0.52,,,7472.34,165990.0,,,657851.0,124681.0,782533.0,12926.3,604176.0,71638.6,116841.0,721017.0,61516.0,2678.84,-24832.3,-1566.21,-562.392,0.29,-5563.11,5.58,5.12,4.76,3.06,Banco Bilbao Vizcaya Argentaria SA ADR,방코 빌바오 비스카야 아르헨타리아 ADR,Financial Services,Banks Diversified,2615400
BBW,2019Q4,335.489,193.248,142.241,154.782,-12.541,-16.323,-1.12,1.674,-12.541,14.752,6.167,10.25,66.205,88.949,207.728,296.677,31.537,81.4,130.394,133.334,214.734,81.943,14.215,17.05,-12.499,-12.583,,-7.793,3.24,4.18,3.81,1.43,Build-A-Bear Workshop Inc,빌드어베어 워크숍,Consumer Cyclical,Specialty Retail,635333
BBWI,2019Q4,13060.0,8434.0,4626.0,3550.0,977.0,366.0,1.31,1555.0,977.0,276.0,340.0,295.0,2032.0,2926.0,7704.0,10630.0,75.0,2543.0,5477.0,9325.0,11868.0,-1238.0,578.0,1274.0,-460.0,-479.0,1.2,-799.0,14.65,18.72,17.51,9.35,Bath & Body Works Inc,배스 앤 바디 웍스,Consumer Cyclical,Specialty Retail,5586620
BBY,2019Q4,43243.0,33147.0,10096.0,8036.0,2020.0,1531.0,5.72,2847.0,2020.0,263.2,1205.0,1056.0,7569.0,10175.0,6751.0,16926.0,14.0,9726.0,1239.0,4075.0,13801.0,3125.0,827.0,2238.0,-786.0,-793.0,2.0,-1552.0,87.8,84.69,75.65,57.0,Best Buy Co Inc,베스트 바이,Consumer Cyclical,Specialty Retail,2837070
BC,2019Q4,4108.4,2987.4,1121.0,509.6,471.0,-131.0,-1.53,609.7,471.0,85.2,332.7,331.8,824.5,1525.8,2038.6,3564.4,41.3,944.4,1068.0,1319.1,2263.5,1300.9,138.7,434.2,-225.3,194.7,0.87,-600.8,59.98,62.85,53.2,35.37,Brunswick Corp,브런스윅,Consumer Cyclical,Leisure,873233
BCC,2019Q4,4643.4,3965.78,677.628,461.811,136.459,80.925,2.07,218.836,136.459,39.039,285.237,231.646,497.596,1022.76,670.587,1693.35,10.0,384.992,463.963,607.029,992.021,701.33,82.377,245.647,-80.882,-94.065,1.27,-58.016,36.53,36.2,35.48,23.78,Boise Cascade Co,보이시 캐스케이드,Basic Materials,Lumber & Wood Production,364900
BCE,2019Q4,18059.3,10443.4,7615.88,0.0,4215.64,2290.94,2.5396,7529.97,4215.64,900.8,109.272,2289.44,321.787,4159.87,41166.2,45326.0,2924.31,7367.95,16891.9,21825.0,29193.0,16133.1,3314.33,5997.15,-3005.36,-3041.53,,-3166.63,46.35,47.12,44.33,40.86,BCE Inc,BCE,Communication Services,Telecom Services,811433
BCO,2019Q4,3683.2,2832.1,851.1,604.9,236.8,29.0,0.55,421.8,236.8,50.2,469.0,635.6,,1232.6,2531.2,3763.8,74.5,1002.0,1554.8,2554.2,3556.2,207.6,185.0,368.6,-154.5,-333.0,0.6000000000000001,-38.0,90.68,84.19,78.29,52.05,Brinks Co,브링크스,Industrials,Security & Protection Services,284867
BCOR,2019Q4,717.945,362.772,355.173,204.734,0.009000000000000001,48.148,1.01,45.487,0.009000000000000001,48.264,86.45,40.344,0.0,139.143,998.429,1137.57,11.228,93.532,381.485,400.525,494.057,643.515,45.478,92.804,-10.501,-169.594,,77.836,26.14,22.55,17.4,12.05,Blucora Inc,블루코라,Financial Services,Asset Management,326700
BCOV,2019Q4,184.455,75.469,108.986,86.067,-21.063,-21.903,-0.58,-12.641,-21.063,38.028,22.759,31.181,,65.824,107.043,172.867,6.174,86.276,11.701,12.468,98.744,74.123,8.422,2.708,-7.279,-12.618,,3.177,8.69,8.66,7.78,6.97,Brightcove Inc,브라이트코브,Technology,Software Application,219600
BCPC,2019Q4,643.705,432.338,211.367,97.437,102.553,79.671,2.46,148.415,102.553,32.136,65.672,93.444,83.893,254.946,900.736,1155.68,2.0,92.258,256.396,319.757,412.015,743.667,45.862,124.461,-28.413,-156.225,0.52,43.385,101.63,108.02,94.46,98.72,Balchem Corp,발켐,Basic Materials,Specialty Chemicals,103767
BCRX,2019Q4,48.835,3.726,45.109,37.121,-99.455,-108.897,-0.98,-98.614,-99.455,115.6,137.777,22.146,1.776,164.345,10.937,175.282,9.02,92.335,44.695,44.695,137.03,38.252,0.841,-89.584,-0.343,77.934,,99.098,3.45,2.85,3.0,2.0,BioCryst Pharmaceuticals Inc,바이오크리스트 파마슈티컬스,Healthcare,Biotechnology,1139900
BCSF,2019Q4,197.945,,197.945,57.735,73.88,98.085,1.8900000000000001,137.231,140.21,51.6034,68.846,45.437,,118.499,2527.06,2645.55,1574.64,52.519,1574.64,1574.64,1627.15,1018.4,-2.979,-242.766,0.0,-5.994,1.62,278.249,19.39,19.43,18.13,9.1,Bain Capital Specialty Finance Inc,배인 캐피털 스페셜티 파이낸스,Financial Services,Asset Management,225029
BDC,2019Q4,2131.28,1337.77,793.505,417.329,207.207,-395.452,-8.67,867.907,207.207,42.203,407.48,334.634,231.333,1377.75,2029.01,3406.76,14.0,722.544,1439.48,1718.4,2440.94,965.819,660.7,276.893,-109.977,-184.369,0.2,-86.948,55.0,49.27,39.93,36.08,Belden Inc,벨던,Technology,Communication Equipment,362433
BDN,2019Q4,580.417,225.846,354.571,32.156,114.786,33.871,0.19,325.767,114.786,176.133,90.499,190.507,,281.006,3794.96,4075.97,0.0,113.347,2144.42,2251.76,2387.67,1688.3,210.981,234.23,-156.501,-130.659,0.76,-35.612,15.75,15.62,13.58,10.52,Brandywine Realty Trust,브랜디와인 리얼티 트러스트,Real Estate,Reit Office,1224570
BDSI,2019Q4,111.389,21.59,89.799,86.063,3.7359999999999998,-15.305,-0.19,12.563,3.7359999999999998,83.214,63.888,38.79,11.312,117.759,65.146,182.905,0.281,53.993,58.568,59.148,113.141,69.764,8.827,11.072,-0.079,-30.764,,39.758,6.32,5.25,4.86,3.79,BioDelivery Sciences International Inc,바이오딜리버리 사이언시스 인터내셔널,Healthcare,Drug Manufacturers Specialty & Generic,673333
BDX,2019Q4,17355.0,9062.0,8293.0,4380.0,1375.0,760.0,2.75,3595.0,1375.0,271.102,617.0,2074.0,2760.0,6438.0,45515.0,51952.0,2561.0,6726.0,16949.0,24024.0,30750.0,21202.0,2220.0,3798.0,-963.0,-1327.0,3.1,-2902.0,265.34,268.47,232.02,224.17,Becton Dickinson and Co,벡톤 디킨슨,Healthcare,Medical Instruments & Supplies,1399120
BE,2019Q4,785.177,687.59,97.587,226.223,-232.804,-306.868,-2.18,-132.09,-232.804,115.118,233.627,42.936,109.606,472.707,849.884,1322.59,337.583,573.964,745.394,916.487,1490.45,-167.86,100.714,163.77,-51.053,53.447,,-120.314,7.47,7.88,9.07,5.23,Bloom Energy Corp Class A,블룸 에너지,Industrials,Electrical Equipment & Parts,2116500
BECN,2019Q4,5689.72,4357.59,1332.13,1038.31,112.146,-57.107,-0.92,385.951,112.146,68.7,43.7,716.5,946.7,2253.7,4284.8,6538.5,13.9,1118.7,2712.3,3179.9,4298.6,2239.9,63.9,-125.3,-11.8,-11.8,,108.8,31.98,33.11,29.7,16.54,Beacon Roofing Supply Inc,비컨 루핑 서플라이,Industrials,Building Products & Equipment,575067
BEN,2019Q4,5647.1,0.0,5647.1,4199.3,1428.3,1257.7,2.51,1612.6,1428.3,494.7,5976.3,787.5,0.0,6763.8,7962.7,15001.8,62.0,1891.2,796.4,2276.2,4167.4,10834.4,184.3,45.4,-233.7,-1205.9,1.05,726.7,25.98,25.3,21.76,16.69,Franklin Resources Inc,프랭클린 리소시스,Financial Services,Asset Management,4398870
BEP,2019Q4,4076.0,1263.0,2813.0,135.0,1407.0,-88.0,-0.2601,2678.0,1407.0,268.3,629.0,1039.0,,2020.0,44176.0,46196.0,1132.46,2423.0,16167.0,23293.0,25716.0,20480.0,1271.0,1554.0,-169.0,-1211.0,,-402.0,24.85,25.97,26.57,22.64,Brookfield Renewable Partners Non Voting Units,Brookfield Renewable Partners Non Voting Units,Utilities,Utilities—Renewable,418900
BERY,2019Q4,9722.0,7939.0,1783.0,688.0,997.0,363.0,2.76,1688.0,997.0,132.3,673.0,1400.0,1412.0,3673.0,13351.0,17024.0,96.0,2077.0,11140.0,13161.0,15238.0,1786.0,691.0,1258.0,-472.0,-6324.0,,5435.0,47.49,42.52,37.96,33.71,Berry Global Group Inc,베리 글로벌 그룹,Consumer Cyclical,Packaging & Containers,881600
BEST,2019Q4,5052.7,4771.3,281.396,293.237,-46.8018,-29.075,-0.08,-46.8018,-46.8018,415.357,695.094,305.49,20.111,1391.66,1408.32,2799.97,15.068,1518.24,195.68,719.341,2237.58,562.396,111.253,122.502,-352.599,-274.711,,288.978,5.5600000000000005,5.31,5.41,5.35,BEST Inc ADR Class A,베스트 ADR Class A,Industrials,Trucking,1256270
BF.B,2019Q4,3403.0,1233.0,2170.0,922.0,1148.0,854.0,1.78,1220.0,1148.0,477.68,235.0,823.0,1654.0,3039.0,2514.0,5553.0,156.0,771.0,2288.0,2840.0,3611.0,1942.0,72.0,715.0,-114.0,-137.0,0.67,-539.0,67.6,67.64,61.41,55.51,Brown-Forman Corp Class B,브라운-포맨 Class B,Consumer Defensive,Beverages Wineries & Distilleries,1800970
BFAM,2019Q4,2062.02,1539.08,522.936,221.496,267.819,180.386,3.11,378.017,267.819,57.8383,27.872,148.855,,228.888,3101.53,3330.42,10.75,483.29,1028.05,1875.86,2359.15,971.268,110.198,330.353,-104.765,-189.07,,-149.128,150.29,163.73,157.15,102.0,Bright Horizons Family Solutions Inc,브라이트 호라이즌 패밀리 솔루션,Consumer Cyclical,Personal Services,315267
BG,2019Q4,41140.0,40598.0,542.0,1351.0,-809.0,-1322.0,-9.36,-261.0,-809.0,141.492,320.0,1705.0,5038.0,10248.0,8069.0,18317.0,1278.0,6595.0,3716.0,5692.0,12287.0,6030.0,548.0,-808.0,-524.0,1503.0,2.0,-771.0,57.55,52.43,46.95,41.03,Bunge Ltd,번지,Consumer Defensive,Farm Products,1038770
BGCP,2019Q4,2104.61,63.617,2040.99,1798.49,273.008,43.901,0.16,393.749,273.008,344.332,707.867,1655.32,0.0,2363.19,1563.73,3926.91,4.962,2035.62,1142.69,1166.32,3201.95,724.968,120.741,241.1,-97.498,-42.589,0.56,18.246,5.94,5.77,4.66,2.52,BGC Partners Inc Class A,BGC 파트너스,Financial Services,Capital Markets,1076170
BGFV,2019Q4,996.495,684.473,312.022,297.193,14.829,8.445,0.4,34.637,14.829,21.103,8.223,13.646,309.315,340.864,347.936,688.8,74.22,222.81,71.346,285.618,508.428,180.372,19.808,14.28,-9.196,-9.196,0.2,-3.626,3.0,3.73,2.23,1.07,Big 5 Sporting Goods Corp,빅 5 스포팅 구즈,Consumer Cyclical,Specialty Retail,359400
BGNE,2019Q4,428.212,71.19,357.022,388.249,-959.891,-948.628,-15.74,-941.274,-959.891,60.0539,983.027,70.878,28.553,1172.7,439.593,1612.29,10.7879,310.312,240.695,323.622,633.934,978.355,18.617,-750.269,-89.612,554.163,,85.68,165.76,152.36,158.35,123.11,Beigene Ltd ADR,베이진 ADR,Healthcare,Biotechnology,303667
BGS,2019Q4,1660.41,1277.29,383.124,160.745,203.836,76.389,1.18,277.477,203.836,65.013,11.315,152.842,472.187,661.793,2565.8,3227.59,5.625,216.908,1874.16,2198.14,2415.05,812.542,73.641,46.504,-42.309,-124.739,1.9,77.713,17.93,16.06,14.8,18.09,B&G Foods Inc,비앤지 푸즈,Consumer Defensive,Packaged Foods,1653630
BHAT,2019Q4,28.1257,8.5746,19.5509,4.9036,1.2688000000000001,13.9093,0.4,6.1163,1.2688000000000001,39.6152,15.4786,26.8139,0.1253,42.7173,16.0984,58.8157,6.2321,13.68,0.3854,0.3854,14.0654,44.7503,0.1565,0.6604,-0.0448,-1.8124,,1.033,2.01,1.25,0.96,0.81,Blue Hat Interactive Entertainment Technology,블루 햇 인터랙티브 엔터테인먼트 테크,Communication Services,Electronic Gaming & Multimedia,136833
BHC,2019Q4,8601.0,2350.0,6251.0,2554.0,-203.0,-1788.0,-5.08,1935.0,-203.0,352.1,3244.0,1839.0,1107.0,6969.0,26894.0,33863.0,1234.01,6248.0,24661.0,26479.0,32727.0,1136.0,2138.0,1501.0,-225.0,-419.0,,1443.0,29.92,27.43,22.13,15.5,Bausch Health Companies Inc,바슈 헬스 컴퍼니스,Healthcare,Drug Manufacturers—Specialty & Generic,2424030
BHE,2019Q4,2268.09,2082.57,185.528,126.74,28.5451,23.425,0.59,76.9721,28.5452,38.338,363.956,325.543,314.956,1195.08,564.792,1759.87,8.825,459.245,138.912,285.797,745.042,1014.83,48.427,93.136,-34.859,-34.863,0.6000000000000001,-152.837,34.36,30.78,27.18,19.99,Benchmark Electronics Inc,벤치마크 일렉트로닉스,Technology,Electronic Components,263433
BHF,2019Q4,6554.0,4733.0,1821.0,382.0,-1052.0,-761.0,-7.0,-1052.0,-1052.0,112.509,2877.0,14760.0,,17637.0,209622.0,227259.0,0.0,39686.0,4365.0,171336.0,211022.0,16237.0,-283.0,1828.0,0.0,-7341.0,,4245.0,39.23,38.9,35.84,24.17,Brighthouse Financial Inc,브라이트하우스 파이낸셜,Financial Services,Insurance Life,881633
BHLB,2019Q4,593.515,144.255,449.26,291.447,152.03,96.49,1.98,,,49.263,632.154,,,10107.7,3108.3,13216.0,140.0,10461.0,702.55,996.429,11457.4,1758.56,10.753,111.525,-10.565,1202.58,0.92,-917.467,32.88,28.15,24.41,14.86,Berkshire Hills Bancorp Inc,버크셔 힐스 뱅코프,Financial Services,Banks Regional,214567
BHP,2019Q4,45415.8,29179.3,16235.9,,,9338.38,1.7095,22464.9,,5057.0,14375.0,3595.0,3939.0,22246.0,9848.0,102290.0,4273.0,13762.0,22535.0,36110.0,49872.0,52418.0,12452.8,35629.9,-17711.0,-5068.54,4.7,-29888.3,54.71,51.11,43.31,36.69,BHP Group Ltd ADR,BHP 그룹 ADR,Basic Materials,Other Industrial Metals & Mining,1685370
BHR,2019Q4,487.614,351.597,136.017,5.435,64.404,-9.771,-0.32,139.51,64.404,32.289,132.282,36.242,,168.524,1507.83,1758.95,506.0,94.919,1067.63,1239.66,1395.69,363.254,75.106,66.262,-125.959,-226.425,0.64,32.058,8.93,7.98,7.36,1.7000000000000002,Braemar Hotels & Resorts Inc,브레이마 호텔 & 리조트,Real Estate,Reit Hotel & Motel,209306
BIDU,2019Q4,15429.0,9028.0,6401.0,2860.0,906.0,296.0,0.91,906.0,906.0,348.34,21168.0,1294.0,,23782.0,19498.0,43280.0,106.0,8243.0,8358.0,10374.0,18617.0,24663.0,2753.0,4088.0,-923.0,-2869.0,,-556.0,126.4,123.56,119.98,100.79,Baidu Inc ADR,바이두 ADR Class A,Communication Services,Internet Content & Information,2709330
BIG,2019Q4,5314.75,3174.74,2140.01,1829.24,357.697,256.747,6.5,658.773,357.697,39.017,61.794,,1117.26,1261.55,2160.19,3421.75,205.39,977.244,501.115,1682.18,2659.42,762.324,301.076,274.188,-298.895,-136.671,1.2,-137.661,28.72,27.06,15.81,14.22,Big Lots Inc,빅 랏츠,Consumer Defensive,Discount Stores,4387870
BIIB,2019Q4,14377.9,1955.4,12422.5,2374.7,7042.6,5888.5,31.52,7723.2,7042.6,187.1,4475.9,1880.5,804.2,8381.8,18852.5,27234.3,1569.0,4863.8,4459.0,9031.4,13895.2,13339.1,680.6,7078.6,-514.5,470.5,,-5860.4,296.73,268.85,308.39,316.38,Biogen Inc,바이오젠,Healthcare,Drug Manufacturers General,1456200
BILI,2019Q4,973.588,802.619,170.969,257.263,-214.768,-185.148,-0.5700000000000001,-214.768,-214.768,323.162,1158.9,135.042,11.3016,1482.96,745.856,2228.82,13.7417,613.72,490.481,518.185,1131.91,1096.91,169.098,27.946,-42.524,-568.57,,729.53,18.62,21.55,25.68,23.42,Bilibili Inc ADR,빌리빌리 ADR,Communication Services,Electronic Gaming & Multimedia,1978900
BIO,2019Q4,2311.66,1054.66,1257.0,824.625,229.661,1758.68,58.93,229.661,229.661,29.843,1120.21,392.672,554.007,2180.15,5828.7,8008.86,426.172,905.495,13.579,1348.31,2253.8,5755.06,260.4,457.897,-98.403,-208.889,,-22.758,370.03,360.92,352.02,350.56,Bio Rad Laboratories Inc Class A,바이오래드 래보라토리스 Class A,Healthcare,Medical Devices,178900
BJ,2019Q4,13135.3,10701.8,2433.51,2040.49,380.237,209.72,1.54,542.238,380.237,135.521,29.968,185.983,1271.17,1542.41,3935.67,5478.08,449.377,2051.81,1339.7,3530.76,5582.57,-104.486,162.001,397.732,-187.001,-187.001,,-212.265,22.74,20.52,19.26,25.47,BJ's Wholesale Club Holdings Inc,BJ's 홀세일 클럽 홀딩스,Consumer Defensive,Discount Stores,2804330
BJRI,2019Q4,1161.45,295.009,866.441,746.185,49.119,45.238,2.24,121.125,49.119,20.285,22.394,22.197,11.102,64.605,1007.48,1072.08,32.0,158.431,143.0,623.366,781.797,290.287,72.006,115.999,-78.118,-78.118,0.49,-44.711,37.96,39.78,32.95,13.89,BJ's Restaurants Inc,비제이스 레스토랑,Consumer Cyclical,Restaurants,361667
BK,2019Q4,20822.0,4360.0,16462.0,10758.0,5587.0,4254.0,4.54,,,911.324,158436.0,,,213891.0,167617.0,381508.0,0.0,304067.0,28100.0,35856.0,339923.0,41585.0,1315.0,96.0,-1210.0,-10548.0,1.18,9459.0,50.33,44.78,39.9,33.68,Bank of New York Mellon Corp,뱅크 오브 뉴욕 멜론,Financial Services,Asset Management,5775630
BKCC,2019Q4,78.1185,,78.1185,19.2972,41.9081,-6.8867,-0.09,58.9913,57.4666,68.837,14.6789,7.5798,,24.2044,749.859,774.063,0.0,24.8848,313.57,313.57,338.454,435.609,1.5248,-76.7789,0.0,-32.3893,0.64,77.9604,4.97,4.98,4.5,2.2,BlackRock Capital Investment Corp,블랙락 캐피털 인베스트먼트,Financial Services,Asset Management,331567
